content,aspect,label,sentiment_value
i have eaten at saul many times the food is always consistently outrageously good,ambience,0,2
i have eaten at saul many times the food is always consistently outrageously good,drinks,0,2
i have eaten at saul many times the food is always consistently outrageously good,food,1,1
i have eaten at saul many times the food is always consistently outrageously good,location,0,2
i have eaten at saul many times the food is always consistently outrageously good,restaurant,0,2
i have eaten at saul many times the food is always consistently outrageously good,service,0,2
saul is the best restaurant on smith street and in brooklyn,ambience,0,2
saul is the best restaurant on smith street and in brooklyn,drinks,0,2
saul is the best restaurant on smith street and in brooklyn,food,0,2
saul is the best restaurant on smith street and in brooklyn,location,0,2
saul is the best restaurant on smith street and in brooklyn,restaurant,1,1
saul is the best restaurant on smith street and in brooklyn,service,0,2
the duck confit is always amazing and the foie gras terrine with figs was out of this world,ambience,0,2
the duck confit is always amazing and the foie gras terrine with figs was out of this world,drinks,0,2
the duck confit is always amazing and the foie gras terrine with figs was out of this world,food,1,1
the duck confit is always amazing and the foie gras terrine with figs was out of this world,location,0,2
the duck confit is always amazing and the foie gras terrine with figs was out of this world,restaurant,0,2
the duck confit is always amazing and the foie gras terrine with figs was out of this world,service,0,2
the wine list is interesting and has many good values,ambience,0,2
the wine list is interesting and has many good values,drinks,1,1
the wine list is interesting and has many good values,food,0,2
the wine list is interesting and has many good values,location,0,2
the wine list is interesting and has many good values,restaurant,0,2
the wine list is interesting and has many good values,service,0,2
for the price you cannot eat this well in manhattan,ambience,0,2
for the price you cannot eat this well in manhattan,drinks,0,2
for the price you cannot eat this well in manhattan,food,1,1
for the price you cannot eat this well in manhattan,location,0,2
for the price you cannot eat this well in manhattan,restaurant,1,1
for the price you cannot eat this well in manhattan,service,0,2
i was very disappointed with this restaurant,ambience,0,2
i was very disappointed with this restaurant,drinks,0,2
i was very disappointed with this restaurant,food,0,2
i was very disappointed with this restaurant,location,0,2
i was very disappointed with this restaurant,restaurant,1,-1
i was very disappointed with this restaurant,service,0,2
ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away,ambience,0,2
ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away,drinks,0,2
ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away,food,0,2
ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away,location,0,2
ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away,restaurant,0,2
ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away,service,1,-1
i had to ask her three times before she finally came back with the dish ive requested,ambience,0,2
i had to ask her three times before she finally came back with the dish ive requested,drinks,0,2
i had to ask her three times before she finally came back with the dish ive requested,food,0,2
i had to ask her three times before she finally came back with the dish ive requested,location,0,2
i had to ask her three times before she finally came back with the dish ive requested,restaurant,0,2
i had to ask her three times before she finally came back with the dish ive requested,service,1,-1
food was okay nothing great,ambience,0,2
food was okay nothing great,drinks,0,2
food was okay nothing great,food,1,0
food was okay nothing great,location,0,2
food was okay nothing great,restaurant,0,2
food was okay nothing great,service,0,2
chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family,ambience,0,2
chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family,drinks,0,2
chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family,food,1,-1
chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family,location,0,2
chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family,restaurant,1,-1
chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family,service,0,2
i/we will never go back to this place again,ambience,0,2
i/we will never go back to this place again,drinks,0,2
i/we will never go back to this place again,food,0,2
i/we will never go back to this place again,location,0,2
i/we will never go back to this place again,restaurant,1,-1
i/we will never go back to this place again,service,0,2
went on a 3 day oyster binge with fish bringing up the closing and i am so glad this was the place it o trip ended because it was so great,ambience,0,2
went on a 3 day oyster binge with fish bringing up the closing and i am so glad this was the place it o trip ended because it was so great,drinks,0,2
went on a 3 day oyster binge with fish bringing up the closing and i am so glad this was the place it o trip ended because it was so great,food,0,2
went on a 3 day oyster binge with fish bringing up the closing and i am so glad this was the place it o trip ended because it was so great,location,0,2
went on a 3 day oyster binge with fish bringing up the closing and i am so glad this was the place it o trip ended because it was so great,restaurant,1,1
went on a 3 day oyster binge with fish bringing up the closing and i am so glad this was the place it o trip ended because it was so great,service,0,2
service was devine oysters where a sensual as they come and the price can't be beat,ambience,0,2
service was devine oysters where a sensual as they come and the price can't be beat,drinks,0,2
service was devine oysters where a sensual as they come and the price can't be beat,food,1,1
service was devine oysters where a sensual as they come and the price can't be beat,location,0,2
service was devine oysters where a sensual as they come and the price can't be beat,restaurant,1,1
service was devine oysters where a sensual as they come and the price can't be beat,service,1,1
you can't go wrong here,ambience,0,2
you can't go wrong here,drinks,0,2
you can't go wrong here,food,0,2
you can't go wrong here,location,0,2
you can't go wrong here,restaurant,1,1
you can't go wrong here,service,0,2
every time in new york i make it a point to visit restaurant saul on smith street,ambience,0,2
every time in new york i make it a point to visit restaurant saul on smith street,drinks,0,2
every time in new york i make it a point to visit restaurant saul on smith street,food,0,2
every time in new york i make it a point to visit restaurant saul on smith street,location,0,2
every time in new york i make it a point to visit restaurant saul on smith street,restaurant,1,1
every time in new york i make it a point to visit restaurant saul on smith street,service,0,2
everything is always cooked to perfection the service is excellent the decor cool and understated,ambience,1,1
everything is always cooked to perfection the service is excellent the decor cool and understated,drinks,0,2
everything is always cooked to perfection the service is excellent the decor cool and understated,food,1,1
everything is always cooked to perfection the service is excellent the decor cool and understated,location,0,2
everything is always cooked to perfection the service is excellent the decor cool and understated,restaurant,0,2
everything is always cooked to perfection the service is excellent the decor cool and understated,service,1,1
i had the duck breast special on my last visit and it was incredible,ambience,0,2
i had the duck breast special on my last visit and it was incredible,drinks,0,2
i had the duck breast special on my last visit and it was incredible,food,1,1
i had the duck breast special on my last visit and it was incredible,location,0,2
i had the duck breast special on my last visit and it was incredible,restaurant,0,2
i had the duck breast special on my last visit and it was incredible,service,0,2
can't wait wait for my next visit,ambience,0,2
can't wait wait for my next visit,drinks,0,2
can't wait wait for my next visit,food,0,2
can't wait wait for my next visit,location,0,2
can't wait wait for my next visit,restaurant,1,1
can't wait wait for my next visit,service,0,2
and i hate to say this but i doubt i'll ever go back,ambience,0,2
and i hate to say this but i doubt i'll ever go back,drinks,0,2
and i hate to say this but i doubt i'll ever go back,food,0,2
and i hate to say this but i doubt i'll ever go back,location,0,2
and i hate to say this but i doubt i'll ever go back,restaurant,1,-1
and i hate to say this but i doubt i'll ever go back,service,0,2
the food is very averagethe thai fusion stuff is a bit too sweet every thing they serve is too sweet here,ambience,0,2
the food is very averagethe thai fusion stuff is a bit too sweet every thing they serve is too sweet here,drinks,0,2
the food is very averagethe thai fusion stuff is a bit too sweet every thing they serve is too sweet here,food,1,-1
the food is very averagethe thai fusion stuff is a bit too sweet every thing they serve is too sweet here,location,0,2
the food is very averagethe thai fusion stuff is a bit too sweet every thing they serve is too sweet here,restaurant,0,2
the food is very averagethe thai fusion stuff is a bit too sweet every thing they serve is too sweet here,service,0,2
the only thing i moderately enjoyed was their grilled chicken special with edamame puree,ambience,0,2
the only thing i moderately enjoyed was their grilled chicken special with edamame puree,drinks,0,2
the only thing i moderately enjoyed was their grilled chicken special with edamame puree,food,1,1
the only thing i moderately enjoyed was their grilled chicken special with edamame puree,location,0,2
the only thing i moderately enjoyed was their grilled chicken special with edamame puree,restaurant,0,2
the only thing i moderately enjoyed was their grilled chicken special with edamame puree,service,0,2
i had never had edamame pureed before but i thought it was innovative and tasty could've used a bit more salt,ambience,0,2
i had never had edamame pureed before but i thought it was innovative and tasty could've used a bit more salt,drinks,0,2
i had never had edamame pureed before but i thought it was innovative and tasty could've used a bit more salt,food,1,1
i had never had edamame pureed before but i thought it was innovative and tasty could've used a bit more salt,location,0,2
i had never had edamame pureed before but i thought it was innovative and tasty could've used a bit more salt,restaurant,0,2
i had never had edamame pureed before but i thought it was innovative and tasty could've used a bit more salt,service,0,2
the decor is night thobut they really need to clean that vent in the ceilingits quite un-appetizing and kills your effort to make this place look sleek and modern,ambience,1,-1
the decor is night thobut they really need to clean that vent in the ceilingits quite un-appetizing and kills your effort to make this place look sleek and modern,drinks,0,2
the decor is night thobut they really need to clean that vent in the ceilingits quite un-appetizing and kills your effort to make this place look sleek and modern,food,0,2
the decor is night thobut they really need to clean that vent in the ceilingits quite un-appetizing and kills your effort to make this place look sleek and modern,location,0,2
the decor is night thobut they really need to clean that vent in the ceilingits quite un-appetizing and kills your effort to make this place look sleek and modern,restaurant,0,2
the decor is night thobut they really need to clean that vent in the ceilingits quite un-appetizing and kills your effort to make this place look sleek and modern,service,0,2
their sake list was extensive but we were looking for purple haze which wasn't listed but made for us upon request,ambience,0,2
their sake list was extensive but we were looking for purple haze which wasn't listed but made for us upon request,drinks,1,1
their sake list was extensive but we were looking for purple haze which wasn't listed but made for us upon request,food,0,2
their sake list was extensive but we were looking for purple haze which wasn't listed but made for us upon request,location,0,2
their sake list was extensive but we were looking for purple haze which wasn't listed but made for us upon request,restaurant,0,2
their sake list was extensive but we were looking for purple haze which wasn't listed but made for us upon request,service,1,1
the spicy tuna roll was unusually good and the rock shrimp tempura was awesome great appetizer to share,ambience,0,2
the spicy tuna roll was unusually good and the rock shrimp tempura was awesome great appetizer to share,drinks,0,2
the spicy tuna roll was unusually good and the rock shrimp tempura was awesome great appetizer to share,food,1,1
the spicy tuna roll was unusually good and the rock shrimp tempura was awesome great appetizer to share,location,0,2
the spicy tuna roll was unusually good and the rock shrimp tempura was awesome great appetizer to share,restaurant,0,2
the spicy tuna roll was unusually good and the rock shrimp tempura was awesome great appetizer to share,service,0,2
we went around 9:30 on a friday and it had died down a bit by then so the service was great,ambience,0,2
we went around 9:30 on a friday and it had died down a bit by then so the service was great,drinks,0,2
we went around 9:30 on a friday and it had died down a bit by then so the service was great,food,0,2
we went around 9:30 on a friday and it had died down a bit by then so the service was great,location,0,2
we went around 9:30 on a friday and it had died down a bit by then so the service was great,restaurant,0,2
we went around 9:30 on a friday and it had died down a bit by then so the service was great,service,1,1
we love th pink pony,ambience,0,2
we love th pink pony,drinks,0,2
we love th pink pony,food,0,2
we love th pink pony,location,0,2
we love th pink pony,restaurant,1,1
we love th pink pony,service,0,2
the perfect spot,ambience,0,2
the perfect spot,drinks,0,2
the perfect spot,food,0,2
the perfect spot,location,0,2
the perfect spot,restaurant,1,1
the perfect spot,service,0,2
food-awesome,ambience,0,2
food-awesome,drinks,0,2
food-awesome,food,1,1
food-awesome,location,0,2
food-awesome,restaurant,0,2
food-awesome,service,0,2
service- friendly and attentive,ambience,0,2
service- friendly and attentive,drinks,0,2
service- friendly and attentive,food,0,2
service- friendly and attentive,location,0,2
service- friendly and attentive,restaurant,0,2
service- friendly and attentive,service,1,1
ambiance- relaxed and stylish,ambience,1,1
ambiance- relaxed and stylish,drinks,0,2
ambiance- relaxed and stylish,food,0,2
ambiance- relaxed and stylish,location,0,2
ambiance- relaxed and stylish,restaurant,0,2
ambiance- relaxed and stylish,service,0,2
don't judge this place prima facie you have to try it to believe it a home away from home for the literate heart,ambience,0,2
don't judge this place prima facie you have to try it to believe it a home away from home for the literate heart,drinks,0,2
don't judge this place prima facie you have to try it to believe it a home away from home for the literate heart,food,0,2
don't judge this place prima facie you have to try it to believe it a home away from home for the literate heart,location,0,2
don't judge this place prima facie you have to try it to believe it a home away from home for the literate heart,restaurant,1,1
don't judge this place prima facie you have to try it to believe it a home away from home for the literate heart,service,0,2
the food is decent,ambience,0,2
the food is decent,drinks,0,2
the food is decent,food,1,0
the food is decent,location,0,2
the food is decent,restaurant,0,2
the food is decent,service,0,2
however it's the service that leaves a bad taste in my mouth,ambience,0,2
however it's the service that leaves a bad taste in my mouth,drinks,0,2
however it's the service that leaves a bad taste in my mouth,food,0,2
however it's the service that leaves a bad taste in my mouth,location,0,2
however it's the service that leaves a bad taste in my mouth,restaurant,0,2
however it's the service that leaves a bad taste in my mouth,service,1,-1
i happen to have a policy that goes along with a little bit of self-respect which includes not letting a waiter intimidate me ie make me feel bad asking for trivialities like water or the check,ambience,0,2
i happen to have a policy that goes along with a little bit of self-respect which includes not letting a waiter intimidate me ie make me feel bad asking for trivialities like water or the check,drinks,0,2
i happen to have a policy that goes along with a little bit of self-respect which includes not letting a waiter intimidate me ie make me feel bad asking for trivialities like water or the check,food,0,2
i happen to have a policy that goes along with a little bit of self-respect which includes not letting a waiter intimidate me ie make me feel bad asking for trivialities like water or the check,location,0,2
i happen to have a policy that goes along with a little bit of self-respect which includes not letting a waiter intimidate me ie make me feel bad asking for trivialities like water or the check,restaurant,0,2
i happen to have a policy that goes along with a little bit of self-respect which includes not letting a waiter intimidate me ie make me feel bad asking for trivialities like water or the check,service,1,-1
i know you were too busy showing off your vintage tee shirt and looking bored but my agenda is i'm here to eat and enjoy the company of friends seeking a pleasant experience,ambience,0,2
i know you were too busy showing off your vintage tee shirt and looking bored but my agenda is i'm here to eat and enjoy the company of friends seeking a pleasant experience,drinks,0,2
i know you were too busy showing off your vintage tee shirt and looking bored but my agenda is i'm here to eat and enjoy the company of friends seeking a pleasant experience,food,0,2
i know you were too busy showing off your vintage tee shirt and looking bored but my agenda is i'm here to eat and enjoy the company of friends seeking a pleasant experience,location,0,2
i know you were too busy showing off your vintage tee shirt and looking bored but my agenda is i'm here to eat and enjoy the company of friends seeking a pleasant experience,restaurant,0,2
i know you were too busy showing off your vintage tee shirt and looking bored but my agenda is i'm here to eat and enjoy the company of friends seeking a pleasant experience,service,1,-1
well i didn't find it there and trust i have told everyone i can think of about my experience,ambience,0,2
well i didn't find it there and trust i have told everyone i can think of about my experience,drinks,0,2
well i didn't find it there and trust i have told everyone i can think of about my experience,food,0,2
well i didn't find it there and trust i have told everyone i can think of about my experience,location,0,2
well i didn't find it there and trust i have told everyone i can think of about my experience,restaurant,1,-1
well i didn't find it there and trust i have told everyone i can think of about my experience,service,0,2
the last time i walked by it looked pretty empty hmmm,ambience,0,2
the last time i walked by it looked pretty empty hmmm,drinks,0,2
the last time i walked by it looked pretty empty hmmm,food,0,2
the last time i walked by it looked pretty empty hmmm,location,0,2
the last time i walked by it looked pretty empty hmmm,restaurant,1,-1
the last time i walked by it looked pretty empty hmmm,service,0,2
this place has got to be the best japanese restaurant in the new york area,ambience,0,2
this place has got to be the best japanese restaurant in the new york area,drinks,0,2
this place has got to be the best japanese restaurant in the new york area,food,0,2
this place has got to be the best japanese restaurant in the new york area,location,0,2
this place has got to be the best japanese restaurant in the new york area,restaurant,1,1
this place has got to be the best japanese restaurant in the new york area,service,0,2
i had a great experience,ambience,0,2
i had a great experience,drinks,0,2
i had a great experience,food,0,2
i had a great experience,location,0,2
i had a great experience,restaurant,1,1
i had a great experience,service,0,2
food is great,ambience,0,2
food is great,drinks,0,2
food is great,food,1,1
food is great,location,0,2
food is great,restaurant,0,2
food is great,service,0,2
service is top notch,ambience,0,2
service is top notch,drinks,0,2
service is top notch,food,0,2
service is top notch,location,0,2
service is top notch,restaurant,0,2
service is top notch,service,1,1
i have been going back again and again,ambience,0,2
i have been going back again and again,drinks,0,2
i have been going back again and again,food,0,2
i have been going back again and again,location,0,2
i have been going back again and again,restaurant,1,1
i have been going back again and again,service,0,2
i tend to judge a sushi restaurant by its sea urchin which was heavenly at sushi rose,ambience,0,2
i tend to judge a sushi restaurant by its sea urchin which was heavenly at sushi rose,drinks,0,2
i tend to judge a sushi restaurant by its sea urchin which was heavenly at sushi rose,food,1,1
i tend to judge a sushi restaurant by its sea urchin which was heavenly at sushi rose,location,0,2
i tend to judge a sushi restaurant by its sea urchin which was heavenly at sushi rose,restaurant,0,2
i tend to judge a sushi restaurant by its sea urchin which was heavenly at sushi rose,service,0,2
it melted in my little mouth and the perfect consistency-not too fishy creamy and slightly buttery,ambience,0,2
it melted in my little mouth and the perfect consistency-not too fishy creamy and slightly buttery,drinks,0,2
it melted in my little mouth and the perfect consistency-not too fishy creamy and slightly buttery,food,1,1
it melted in my little mouth and the perfect consistency-not too fishy creamy and slightly buttery,location,0,2
it melted in my little mouth and the perfect consistency-not too fishy creamy and slightly buttery,restaurant,0,2
it melted in my little mouth and the perfect consistency-not too fishy creamy and slightly buttery,service,0,2
the sushi seemed pretty fresh and was adequately proportioned,ambience,0,2
the sushi seemed pretty fresh and was adequately proportioned,drinks,0,2
the sushi seemed pretty fresh and was adequately proportioned,food,1,1
the sushi seemed pretty fresh and was adequately proportioned,location,0,2
the sushi seemed pretty fresh and was adequately proportioned,restaurant,0,2
the sushi seemed pretty fresh and was adequately proportioned,service,0,2
the rice to fish ration was also good--they didn't try to overpack the rice,ambience,0,2
the rice to fish ration was also good--they didn't try to overpack the rice,drinks,0,2
the rice to fish ration was also good--they didn't try to overpack the rice,food,1,1
the rice to fish ration was also good--they didn't try to overpack the rice,location,0,2
the rice to fish ration was also good--they didn't try to overpack the rice,restaurant,0,2
the rice to fish ration was also good--they didn't try to overpack the rice,service,0,2
we took advanatage of the half price sushi deal on saturday so it was well worth it,ambience,0,2
we took advanatage of the half price sushi deal on saturday so it was well worth it,drinks,0,2
we took advanatage of the half price sushi deal on saturday so it was well worth it,food,1,1
we took advanatage of the half price sushi deal on saturday so it was well worth it,location,0,2
we took advanatage of the half price sushi deal on saturday so it was well worth it,restaurant,0,2
we took advanatage of the half price sushi deal on saturday so it was well worth it,service,0,2
surprisingly nothing could be further from the truth,ambience,0,2
surprisingly nothing could be further from the truth,drinks,0,2
surprisingly nothing could be further from the truth,food,0,2
surprisingly nothing could be further from the truth,location,0,2
surprisingly nothing could be further from the truth,restaurant,1,1
surprisingly nothing could be further from the truth,service,0,2
in the evening this place attracted a well dressed with it ny crowd,ambience,0,2
in the evening this place attracted a well dressed with it ny crowd,drinks,0,2
in the evening this place attracted a well dressed with it ny crowd,food,0,2
in the evening this place attracted a well dressed with it ny crowd,location,0,2
in the evening this place attracted a well dressed with it ny crowd,restaurant,1,1
in the evening this place attracted a well dressed with it ny crowd,service,0,2
the food was well prepared and the service impecable,ambience,0,2
the food was well prepared and the service impecable,drinks,0,2
the food was well prepared and the service impecable,food,1,1
the food was well prepared and the service impecable,location,0,2
the food was well prepared and the service impecable,restaurant,0,2
the food was well prepared and the service impecable,service,1,1
i'm going back,ambience,0,2
i'm going back,drinks,0,2
i'm going back,food,0,2
i'm going back,location,0,2
i'm going back,restaurant,1,1
i'm going back,service,0,2
quite simply it's like stepping out of manhattan and into a haven of tranquility,ambience,1,1
quite simply it's like stepping out of manhattan and into a haven of tranquility,drinks,0,2
quite simply it's like stepping out of manhattan and into a haven of tranquility,food,0,2
quite simply it's like stepping out of manhattan and into a haven of tranquility,location,0,2
quite simply it's like stepping out of manhattan and into a haven of tranquility,restaurant,0,2
quite simply it's like stepping out of manhattan and into a haven of tranquility,service,0,2
the prix fixe menu is worth every penny and you get more than enough both in quantity and quality,ambience,0,2
the prix fixe menu is worth every penny and you get more than enough both in quantity and quality,drinks,0,2
the prix fixe menu is worth every penny and you get more than enough both in quantity and quality,food,1,1
the prix fixe menu is worth every penny and you get more than enough both in quantity and quality,location,0,2
the prix fixe menu is worth every penny and you get more than enough both in quantity and quality,restaurant,0,2
the prix fixe menu is worth every penny and you get more than enough both in quantity and quality,service,0,2
i will be going back and heartily recommend it,ambience,0,2
i will be going back and heartily recommend it,drinks,0,2
i will be going back and heartily recommend it,food,0,2
i will be going back and heartily recommend it,location,0,2
i will be going back and heartily recommend it,restaurant,1,1
i will be going back and heartily recommend it,service,0,2
it is terrific as is the value,ambience,0,2
it is terrific as is the value,drinks,0,2
it is terrific as is the value,food,1,1
it is terrific as is the value,location,0,2
it is terrific as is the value,restaurant,0,2
it is terrific as is the value,service,0,2
$6 and there is much tasty food all of it fresh and continually refilled,ambience,0,2
$6 and there is much tasty food all of it fresh and continually refilled,drinks,0,2
$6 and there is much tasty food all of it fresh and continually refilled,food,1,1
$6 and there is much tasty food all of it fresh and continually refilled,location,0,2
$6 and there is much tasty food all of it fresh and continually refilled,restaurant,0,2
$6 and there is much tasty food all of it fresh and continually refilled,service,0,2
i am not a vegetarian but almost all the dishes were great,ambience,0,2
i am not a vegetarian but almost all the dishes were great,drinks,0,2
i am not a vegetarian but almost all the dishes were great,food,1,1
i am not a vegetarian but almost all the dishes were great,location,0,2
i am not a vegetarian but almost all the dishes were great,restaurant,0,2
i am not a vegetarian but almost all the dishes were great,service,0,2
go hungry and enjoy,ambience,0,2
go hungry and enjoy,drinks,0,2
go hungry and enjoy,food,0,2
go hungry and enjoy,location,0,2
go hungry and enjoy,restaurant,1,1
go hungry and enjoy,service,0,2
the food here is rather good but only if you like to wait for it,ambience,0,2
the food here is rather good but only if you like to wait for it,drinks,0,2
the food here is rather good but only if you like to wait for it,food,1,1
the food here is rather good but only if you like to wait for it,location,0,2
the food here is rather good but only if you like to wait for it,restaurant,0,2
the food here is rather good but only if you like to wait for it,service,1,-1
i like the somosas chai and the chole but the dhosas and dhal were kinda dissapointing,ambience,0,2
i like the somosas chai and the chole but the dhosas and dhal were kinda dissapointing,drinks,0,2
i like the somosas chai and the chole but the dhosas and dhal were kinda dissapointing,food,1,1
i like the somosas chai and the chole but the dhosas and dhal were kinda dissapointing,location,0,2
i like the somosas chai and the chole but the dhosas and dhal were kinda dissapointing,restaurant,0,2
i like the somosas chai and the chole but the dhosas and dhal were kinda dissapointing,service,0,2
the service varys from day to day- sometimes they're very nice and sometimes not,ambience,0,2
the service varys from day to day- sometimes they're very nice and sometimes not,drinks,0,2
the service varys from day to day- sometimes they're very nice and sometimes not,food,0,2
the service varys from day to day- sometimes they're very nice and sometimes not,location,0,2
the service varys from day to day- sometimes they're very nice and sometimes not,restaurant,0,2
the service varys from day to day- sometimes they're very nice and sometimes not,service,1,-1
the kitchen however is almost always slow,ambience,0,2
the kitchen however is almost always slow,drinks,0,2
the kitchen however is almost always slow,food,0,2
the kitchen however is almost always slow,location,0,2
the kitchen however is almost always slow,restaurant,0,2
the kitchen however is almost always slow,service,1,-1
also specify if you like your food spicy- its rather bland if you don't,ambience,0,2
also specify if you like your food spicy- its rather bland if you don't,drinks,0,2
also specify if you like your food spicy- its rather bland if you don't,food,1,-1
also specify if you like your food spicy- its rather bland if you don't,location,0,2
also specify if you like your food spicy- its rather bland if you don't,restaurant,0,2
also specify if you like your food spicy- its rather bland if you don't,service,0,2
the ambience is pretty and nice for conversation so a casual lunch here would probably be best,ambience,1,1
the ambience is pretty and nice for conversation so a casual lunch here would probably be best,drinks,0,2
the ambience is pretty and nice for conversation so a casual lunch here would probably be best,food,0,2
the ambience is pretty and nice for conversation so a casual lunch here would probably be best,location,0,2
the ambience is pretty and nice for conversation so a casual lunch here would probably be best,restaurant,1,1
the ambience is pretty and nice for conversation so a casual lunch here would probably be best,service,0,2
if you've ever been along the river in weehawken you have an idea of the top of view the chart house has to offer,ambience,0,2
if you've ever been along the river in weehawken you have an idea of the top of view the chart house has to offer,drinks,0,2
if you've ever been along the river in weehawken you have an idea of the top of view the chart house has to offer,food,0,2
if you've ever been along the river in weehawken you have an idea of the top of view the chart house has to offer,location,1,1
if you've ever been along the river in weehawken you have an idea of the top of view the chart house has to offer,restaurant,0,2
if you've ever been along the river in weehawken you have an idea of the top of view the chart house has to offer,service,0,2
add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening,ambience,0,2
add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening,drinks,0,2
add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening,food,1,1
add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening,location,0,2
add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening,restaurant,0,2
add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening,service,1,1
the lava cake dessert was incredible and i recommend it,ambience,0,2
the lava cake dessert was incredible and i recommend it,drinks,0,2
the lava cake dessert was incredible and i recommend it,food,1,1
the lava cake dessert was incredible and i recommend it,location,0,2
the lava cake dessert was incredible and i recommend it,restaurant,0,2
the lava cake dessert was incredible and i recommend it,service,0,2
once you step into cosette you're miraculously in a small off-the-beaten path parisian bistro,ambience,1,1
once you step into cosette you're miraculously in a small off-the-beaten path parisian bistro,drinks,0,2
once you step into cosette you're miraculously in a small off-the-beaten path parisian bistro,food,0,2
once you step into cosette you're miraculously in a small off-the-beaten path parisian bistro,location,0,2
once you step into cosette you're miraculously in a small off-the-beaten path parisian bistro,restaurant,0,2
once you step into cosette you're miraculously in a small off-the-beaten path parisian bistro,service,0,2
this tiny restaurant is as cozy as it gets with that certain parisian flair,ambience,1,1
this tiny restaurant is as cozy as it gets with that certain parisian flair,drinks,0,2
this tiny restaurant is as cozy as it gets with that certain parisian flair,food,0,2
this tiny restaurant is as cozy as it gets with that certain parisian flair,location,0,2
this tiny restaurant is as cozy as it gets with that certain parisian flair,restaurant,0,2
this tiny restaurant is as cozy as it gets with that certain parisian flair,service,0,2
the food was average to above-average; the french onion soup filling yet not overly impressive and the desserts not brilliant in any way,ambience,0,2
the food was average to above-average; the french onion soup filling yet not overly impressive and the desserts not brilliant in any way,drinks,0,2
the food was average to above-average; the french onion soup filling yet not overly impressive and the desserts not brilliant in any way,food,1,1
the food was average to above-average; the french onion soup filling yet not overly impressive and the desserts not brilliant in any way,location,0,2
the food was average to above-average; the french onion soup filling yet not overly impressive and the desserts not brilliant in any way,restaurant,0,2
the food was average to above-average; the french onion soup filling yet not overly impressive and the desserts not brilliant in any way,service,0,2
however go for the ambience and consider the food just a companion for a trip across the world,ambience,1,1
